;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
2020-11-18;6;42;66;18;36;64;66;12;6;108;24;12;30;42;48;24;24;24;6;126;84;138;132;78;4;72;108;66;16;4;48;0;;0;0;48;72;6;6;162;8;24;18;6;24;30;12;0;24;18;;8;6;136;72;0;;98;8;48;;;;0;;0;136;8;4;0;0;0;12;18;0;8;24;18;14;20;10;50;54;36;;0;24;9;18;18;12;6;2;30;20;0;12;192;80;24;16;52;0;6;0;6;0;42;114;120;66;80;4;12;4;6;18;30;48;216;0;6;8;0;30;24;8;0;12;20;12;98;34;36;0;0;15;28;134;48;12;36;2;54;12;32;48;48;52;20;12;0;128;98;66;6;;54;24;0;0;54;6;18;24;12;0;12;4;0;12;0;0;0;4;6;0;40;0;0;184;0;32;240;36
2020-11-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;0;;0;0;0;;;;0;;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;114;84;;44;0;27;18;0;0;132;0;30;40;0;18;180;96;24;6;24;6;0;0;0;0;40;42;66;60;80;0;0;0;0;24;6;6;228;0;24;0;0;0;0;0;0;0;30;0;0;0;0;0;0;12;8;120;96;0;12;0;18;24;24;18;6;48;0;0;0;116;84;60;0;;24;48;4;8;54;0;6;8;8;0;4;0;8;12;4;0;0;2;0;24;40;32;0;152;0;40;264;48
2020-11-20;12;42;42;42;24;56;30;0;0;66;12;24;18;18;30;12;0;12;18;132;78;84;84;120;0;102;78;60;8;0;30;120;;120;120;42;66;18;0;192;32;24;18;24;6;6;6;6;24;12;6;0;6;128;72;120;;104;96;66;;;;0;;0;104;16;2;0;6;0;24;18;8;16;42;30;10;10;10;44;66;42;;0;12;18;9;14;18;6;0;20;20;0;18;84;70;54;6;18;0;0;0;0;6;58;114;120;120;76;8;8;4;6;6;42;36;156;12;54;16;12;36;24;4;0;12;20;16;88;44;30;6;2;56;71;122;88;20;66;0;42;48;24;54;24;76;8;0;12;114;88;36;6;;108;48;8;8;78;0;6;28;28;4;20;8;4;36;16;8;12;0;0;40;56;40;8;88;0;48;232;36
2020-11-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;;0;0;0;;;;0;;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;60;48;;0;0;0;0;0;0;0;0;30;30;0;12;60;70;0;0;0;6;0;0;0;0;0;0;18;12;48;0;0;4;6;0;0;0;132;0;0;0;0;0;0;0;8;6;20;0;0;0;0;0;0;16;26;72;48;0;0;0;0;0;56;0;0;0;0;0;12;56;40;48;0;;24;24;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;56;8;24;168;42
2020-11-23;12;42;72;60;42;56;48;12;18;126;6;30;24;18;36;6;18;18;0;132;60;120;54;132;4;120;102;36;4;8;42;0;;0;32;54;54;6;0;186;24;66;48;30;24;12;0;6;32;0;0;4;12;104;80;0;;76;64;54;;;;0;;0;112;8;4;8;12;0;0;0;0;0;0;0;16;6;16;58;108;72;;0;18;36;27;36;26;0;2;20;20;6;36;66;62;48;26;70;10;6;0;12;0;48;114;156;78;44;8;16;4;12;18;78;84;66;18;6;20;10;66;8;10;0;6;22;16;100;44;28;0;0;23;30;112;56;14;72;8;48;42;24;66;36;60;24;12;16;80;98;48;12;;90;12;0;0;78;12;12;32;8;0;12;8;0;52;20;20;12;0;0;24;16;16;0;72;0;24;128;30
2020-11-24;0;12;6;6;6;8;0;0;6;6;12;0;0;0;0;0;0;0;0;12;12;12;0;12;0;6;0;12;0;0;12;16;;16;16;18;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;4;0;8;0;16;;0;0;0;;;;0;;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;48;42;;0;0;18;9;0;0;0;0;20;30;0;24;132;56;18;6;10;0;6;0;0;0;6;36;54;72;60;0;8;0;6;18;0;0;66;0;18;4;0;0;0;0;8;0;20;0;0;0;0;36;0;18;24;96;72;4;24;0;30;30;16;6;24;30;0;0;16;80;76;48;12;;24;24;0;0;42;0;6;4;4;0;8;0;0;28;0;0;0;4;8;16;56;24;16;160;0;24;160;30
2020-11-25;6;42;84;18;42;72;54;0;18;90;12;18;12;36;60;18;24;18;12;138;84;120;90;120;0;132;120;48;8;8;30;32;;24;144;72;78;6;6;198;16;12;12;24;6;6;0;6;24;30;18;4;0;96;56;24;;70;24;78;;;;0;;0;80;8;2;0;6;0;0;0;0;0;0;0;10;6;8;38;36;36;;20;24;9;9;14;12;6;0;20;20;0;12;168;100;42;26;42;10;0;12;6;0;36;126;144;96;68;4;4;4;0;12;36;24;210;6;18;16;0;42;16;0;0;36;30;16;102;38;38;0;0;20;29;134;88;8;48;0;42;42;32;54;54;54;10;0;4;128;108;60;18;;144;24;0;0;54;0;18;8;16;2;16;0;4;20;12;8;4;0;0;16;24;64;0;160;0;32;224;36
2020-11-26;0;0;6;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;8;;16;64;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;6;8;0;16;;0;0;0;;;;0;;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;102;78;;0;0;18;27;0;0;0;0;40;80;0;36;222;130;30;6;28;0;6;0;6;6;46;84;102;96;108;0;4;4;0;18;0;6;210;0;12;24;12;0;0;0;8;0;40;0;0;0;0;0;0;14;10;134;104;2;36;2;18;30;24;36;36;42;0;0;0;154;76;72;6;;36;60;0;0;48;0;12;8;8;0;8;0;4;20;0;0;4;0;0;48;88;56;0;168;8;40;248;60
2020-11-27;6;30;54;30;30;56;6;0;6;90;6;30;18;18;48;12;0;6;24;102;54;102;72;108;0;54;60;18;8;4;24;32;;32;56;24;42;6;0;114;0;18;24;6;12;18;12;0;0;0;0;0;6;96;40;40;;60;72;102;;;;0;;0;120;8;0;0;12;0;18;18;8;8;36;24;22;18;4;48;84;48;;24;18;27;18;24;12;0;2;20;50;0;24;96;70;36;10;34;4;6;0;0;0;46;138;126;108;76;16;12;4;0;18;60;42;174;12;12;16;0;36;8;2;0;6;20;8;90;38;372;14;0;42;72;82;64;0;54;0;30;18;24;42;30;42;8;0;4;120;80;36;6;;96;24;0;0;72;0;6;28;8;2;16;8;12;12;8;12;492;0;0;24;48;32;20;96;8;32;152;36
2020-11-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;8;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;0;0;0;;;;0;;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;54;48;;0;0;9;9;0;0;0;0;0;30;0;18;66;70;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;4;0;0;0;0;180;0;0;0;0;0;0;0;8;0;20;0;0;0;0;0;0;24;35;72;88;0;0;2;0;0;32;0;0;0;0;0;12;64;56;48;0;;24;36;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;8;0;32;0;0;64;0;32;184;36
2020-11-30;18;24;42;12;24;40;48;0;12;96;0;18;24;24;60;12;6;12;6;90;72;48;90;96;12;102;102;60;0;4;30;136;;104;128;30;30;6;0;120;0;36;36;12;18;24;0;0;24;0;0;0;0;72;24;96;;54;72;74;;;;0;;0;112;8;0;20;18;0;12;12;8;16;48;36;18;22;10;74;96;66;;18;30;18;36;20;12;6;10;0;20;6;24;72;76;54;24;60;0;18;0;6;42;60;138;192;120;64;4;16;4;12;12;90;108;150;18;18;28;24;72;16;2;0;6;20;24;158;94;76;0;0;28;25;112;72;8;66;2;60;54;16;54;48;54;14;0;20;124;148;78;24;;96;36;0;0;84;6;18;32;12;2;8;16;0;40;16;20;12;0;0;32;48;32;0;88;8;32;120;42
2020-12-01;0;12;6;6;6;8;0;0;6;0;12;0;0;0;0;0;0;0;0;18;18;12;0;6;0;0;0;12;0;0;12;32;;16;280;18;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;4;0;8;0;152;;0;0;0;;;;0;;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;66;42;;0;0;9;9;2;0;0;0;0;20;0;24;174;86;42;0;18;6;0;0;0;6;18;30;60;66;44;0;4;4;6;24;6;0;156;0;6;8;0;0;0;0;16;0;32;0;0;0;0;36;0;13;43;64;56;6;12;2;18;24;16;12;36;36;0;0;12;90;74;24;6;;36;36;0;0;42;0;6;0;0;0;0;0;4;8;4;0;0;2;10;32;32;24;40;176;8;16;160;36
2020-12-02;12;42;60;30;36;40;36;0;30;114;18;48;18;12;42;12;0;6;18;120;102;108;144;120;4;162;150;66;0;0;42;0;;8;24;54;72;6;6;168;8;12;6;18;12;36;0;6;56;6;0;8;6;104;88;16;;64;40;66;;;;0;;0;120;8;0;20;6;0;6;18;0;0;24;12;18;12;0;44;42;36;;14;24;27;18;10;8;0;24;0;10;0;6;240;120;36;20;30;6;0;0;12;0;28;132;156;72;128;16;4;8;6;12;78;42;240;18;6;0;10;60;8;6;0;12;0;16;222;122;96;0;0;17;13;162;88;0;42;4;30;42;56;36;42;54;8;0;12;142;96;48;12;;144;36;0;0;66;0;12;32;24;0;12;4;4;60;12;8;16;0;0;24;40;40;0;336;0;16;216;42
2020-12-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;8;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;0;0;0;;;;0;;0;0;0;16;0;0;0;0;0;0;0;0;0;0;4;0;0;114;78;;0;0;27;27;0;0;0;4;90;30;0;30;174;120;30;16;58;10;6;6;6;18;42;102;126;96;116;0;16;8;12;18;0;6;246;0;18;32;10;6;0;0;0;0;40;0;0;0;4;0;0;32;33;144;152;4;36;2;18;42;24;60;36;48;0;0;0;182;116;72;18;;48;48;4;4;72;0;12;4;4;0;12;0;8;16;4;4;0;4;4;48;72;88;0;400;0;72;296;60
2020-12-04;6;54;72;48;36;56;42;0;6;108;12;18;24;24;54;24;6;12;12;186;144;126;210;180;8;126;138;96;12;20;36;8;;8;64;48;108;24;0;204;24;18;12;18;18;42;0;0;32;0;0;0;0;128;88;40;;84;64;88;;;;0;;0;192;8;0;0;24;0;0;0;0;0;0;0;28;20;10;106;108;84;;28;24;18;9;38;24;0;4;70;50;0;30;108;116;72;6;48;0;6;0;6;30;60;174;192;120;88;12;20;4;0;24;78;66;222;0;30;24;30;30;32;68;0;6;30;4;264;182;84;24;2;69;81;244;168;10;30;2;66;66;8;54;42;78;8;0;4;168;162;72;12;;96;48;0;0;78;0;24;32;24;0;24;4;12;88;28;0;4;0;0;48;64;72;48;368;8;56;280;72
2020-12-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;54;16;34;;;;0;;0;120;0;6;0;6;0;0;0;0;0;0;0;10;8;0;10;48;54;;14;0;9;0;0;0;0;0;30;30;0;12;72;70;12;0;6;12;0;0;0;0;0;0;6;12;52;0;0;4;6;0;0;0;186;0;0;0;0;0;8;0;16;0;20;0;0;0;0;0;0;17;24;64;64;0;0;4;0;0;40;0;0;0;0;0;4;80;56;48;0;;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;48;40;0;200;0;32;192;36
2020-12-07;6;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;12;0;6;0;0;6;0;6;6;0;4;4;12;56;;40;88;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;56;;30;8;20;;;;0;;0;88;0;0;12;24;0;0;0;16;8;30;12;12;12;0;16;156;108;;14;18;27;18;0;0;6;0;40;20;0;48;150;76;48;6;30;0;6;0;0;12;48;72;96;72;68;0;12;4;0;18;0;54;180;6;24;24;0;60;48;62;0;0;26;0;86;92;4;0;0;15;17;304;208;4;48;4;48;30;48;36;48;48;2;0;4;106;112;72;6;;36;36;0;0;48;0;0;4;0;0;8;0;4;24;4;8;8;0;2;16;40;32;0;224;0;40;192;48
2020-12-08;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;-1;-1;-1;;;;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2020-12-09;6;30;72;30;24;64;48;0;36;114;18;24;0;12;36;18;12;30;6;120;96;78;126;120;4;126;120;60;12;4;42;40;;16;152;42;54;18;6;114;8;6;18;30;0;6;0;12;48;6;0;8;0;88;16;16;;120;0;50;;;;0;;36;104;8;10;12;0;0;0;6;0;0;12;12;14;6;10;52;84;60;136;28;24;27;0;12;2;0;6;40;20;6;18;216;154;30;58;58;0;6;0;48;6;34;138;198;96;68;8;8;8;12;18;42;24;174;12;0;8;0;60;40;78;0;18;20;16;310;212;58;0;0;28;27;272;232;10;42;4;42;36;48;30;42;48;16;0;20;128;164;66;18;;102;60;0;0;78;6;36;20;20;0;16;4;12;44;28;4;0;0;0;24;40;32;0;264;0;24;216;42
2020-12-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;8;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;0;0;0;;;;0;;30;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;84;66;0;0;0;27;18;0;0;0;0;30;40;0;24;228;130;18;30;30;12;12;6;18;0;24;96;84;60;88;0;0;4;12;12;6;6;180;0;12;0;0;0;0;0;8;0;30;0;0;0;0;0;0;21;20;104;104;2;24;0;18;24;8;30;18;30;0;12;8;144;122;66;6;;42;54;12;4;36;0;0;0;0;2;4;0;0;0;0;0;0;0;0;40;56;56;0;376;0;48;248;60
2020-12-11;12;36;60;30;30;48;18;0;18;174;0;24;6;12;24;12;6;12;6;150;132;96;114;96;4;126;114;78;4;0;24;40;8;32;144;42;48;18;0;150;16;18;12;18;18;24;6;0;16;6;6;0;6;88;40;40;;62;8;16;;;;0;;42;96;8;8;0;6;0;12;12;0;8;24;24;14;18;6;50;84;60;80;20;18;9;18;4;4;0;2;30;30;0;12;96;150;24;52;22;10;0;0;54;0;34;120;144;90;76;12;12;8;0;24;84;78;186;18;48;12;0;42;24;42;0;0;20;20;224;132;40;30;0;60;113;224;144;2;18;0;24;42;40;48;48;60;8;0;8;100;80;60;12;;78;66;0;0;84;0;0;32;20;0;20;8;4;36;12;20;20;6;2;32;40;40;32;176;0;40;184;48
2020-12-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;8;8;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;60;0;2;0;18;9;0;0;0;0;20;20;0;0;54;90;6;0;6;6;0;0;0;0;0;0;6;0;32;0;4;0;6;0;0;0;138;0;0;4;0;0;0;0;8;0;20;0;0;0;0;0;0;16;31;72;64;0;0;4;0;0;24;0;0;0;0;0;8;56;48;48;0;;36;36;0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;32;24;0;192;0;40;152;42
2020-12-14;18;30;60;24;18;48;42;0;42;138;6;6;6;6;36;6;30;30;12;108;132;144;90;132;4;90;108;54;4;8;42;40;0;32;80;30;30;12;0;108;0;24;18;18;0;36;0;18;16;6;0;4;0;136;48;16;0;82;0;30;;;;0;;18;96;8;0;0;6;0;12;12;8;16;24;6;8;6;12;48;114;54;104;16;24;9;9;10;0;6;2;30;20;6;36;54;116;48;64;46;6;6;0;36;18;48;150;216;72;64;24;12;4;12;6;66;84;96;12;18;20;2;60;56;70;0;6;6;28;274;222;44;40;2;49;20;334;256;2;54;2;30;42;16;48;48;72;10;12;16;88;92;60;6;;78;42;0;0;48;0;6;44;28;0;20;20;0;60;12;20;24;2;2;16;40;24;0;168;0;32;152;36
2020-12-15;0;6;6;6;6;8;0;0;6;0;18;0;0;0;0;0;0;0;0;12;12;6;0;6;0;0;0;12;0;0;6;72;16;0;128;12;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;4;0;8;0;0;0;0;0;0;;;;0;;0;0;0;14;24;0;0;0;0;0;0;0;0;0;0;2;0;126;102;80;0;0;9;18;0;0;0;0;30;20;0;18;132;74;6;12;18;10;6;0;18;0;30;36;42;48;44;0;24;0;0;12;6;0;138;0;0;24;12;0;0;0;16;0;20;0;0;0;0;20;0;54;77;88;72;0;0;2;24;6;24;12;6;18;0;0;12;76;52;48;6;;30;24;4;4;18;0;0;4;4;4;4;0;4;12;0;0;0;0;0;16;48;32;96;184;0;32;184;24
2020-12-16;0;24;48;42;18;64;36;6;30;246;6;12;6;24;42;6;30;0;12;204;174;180;78;150;0;126;150;108;8;8;54;48;8;40;72;54;30;0;6;210;0;12;12;36;6;24;6;18;40;24;0;0;6;88;80;40;8;126;8;44;;;;0;;6;120;8;0;0;12;0;0;12;8;0;6;18;22;16;0;42;168;156;72;28;24;18;18;4;6;12;8;50;30;0;12;204;96;24;28;58;0;12;0;24;0;34;144;162;48;184;12;28;0;12;12;66;72;270;6;0;28;10;108;64;86;0;6;20;8;396;254;54;0;0;19;29;296;240;4;18;0;36;30;40;24;30;36;14;0;4;142;118;54;18;;72;48;0;0;72;12;12;24;20;0;12;8;4;56;8;20;16;0;0;32;32;40;0;152;8;24;232;42
2020-12-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;72;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;24;0;0;18;60;0;0;0;0;0;0;0;0;0;0;0;0;210;180;88;0;0;18;18;0;0;0;4;50;40;0;30;192;160;18;28;22;10;0;0;24;0;28;84;114;78;392;0;20;4;6;6;6;6;228;6;24;20;10;0;0;0;0;0;30;0;0;4;4;0;0;11;9;110;80;4;18;0;24;18;24;30;18;42;18;0;8;176;104;60;6;;78;60;0;0;54;0;0;12;8;0;8;0;4;56;0;0;0;8;10;32;48;56;0;248;8;48;264;60
2020-12-18;6;42;72;42;36;56;30;0;30;282;0;6;0;12;12;6;12;12;18;180;180;156;90;126;8;150;120;48;0;0;18;0;0;0;32;36;30;0;0;204;16;12;12;30;18;30;0;6;16;6;6;12;0;96;56;8;0;98;8;38;;;;0;;24;128;8;0;0;18;0;0;0;0;0;12;12;14;18;2;66;180;150;32;28;12;0;18;12;4;0;6;50;20;0;18;66;168;42;22;40;4;12;6;48;12;72;174;186;102;252;16;24;4;6;18;36;24;180;18;24;40;10;72;40;78;0;6;20;12;348;254;32;12;0;86;134;318;240;2;30;2;24;30;40;36;60;66;16;0;4;132;98;60;6;;96;60;0;0;78;0;18;28;20;0;20;8;4;48;12;8;12;0;0;32;48;32;0;120;0;24;160;48
2020-12-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;;;;0;;0;0;0;4;20;0;0;0;0;0;0;0;0;0;0;0;0;186;144;0;0;0;9;18;0;0;0;0;60;40;6;36;138;100;0;0;0;0;0;0;0;0;0;0;6;6;336;0;0;8;0;0;0;0;210;0;0;0;0;0;0;0;16;0;40;0;0;0;0;0;0;14;27;160;136;6;0;14;6;0;40;0;0;0;0;0;20;128;128;36;0;;36;36;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;56;72;0;144;8;48;200;66
2020-12-21;12;24;66;36;30;40;36;6;12;282;6;0;0;18;18;0;6;12;24;108;84;96;60;24;8;126;126;30;0;0;54;8;0;16;64;78;78;0;0;150;0;30;30;48;0;30;18;18;24;6;6;4;6;48;72;24;0;156;0;62;;;;4;;30;128;0;10;0;12;0;0;6;8;0;24;18;22;22;6;84;246;192;48;30;30;18;18;18;10;0;6;70;30;0;24;186;160;54;94;64;12;6;0;48;18;66;234;240;108;300;20;16;4;18;12;6;48;102;12;24;0;20;78;96;112;0;12;20;20;408;278;26;12;0;42;61;478;376;18;42;12;54;42;32;78;48;72;34;12;12;224;182;90;30;;84;84;8;8;84;6;12;36;12;0;16;0;12;72;12;24;8;0;0;16;40;40;0;192;0;40;304;90
2020-12-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;;;;0;;18;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;108;108;0;0;0;0;0;0;0;0;0;30;30;0;6;174;130;30;24;18;6;0;0;6;24;36;90;84;54;176;0;0;4;0;12;0;0;120;0;24;24;0;0;0;0;0;0;30;0;0;0;0;20;2;16;14;126;96;0;12;4;24;24;16;12;24;42;0;0;12;110;110;60;6;;72;54;0;0;48;0;0;0;8;0;8;0;0;0;0;0;0;0;0;24;40;32;0;200;0;40;152;54
2020-12-23;6;36;24;12;12;40;24;0;12;168;0;12;6;18;24;6;18;6;12;102;90;60;90;54;0;72;60;42;0;0;18;16;0;8;32;6;42;6;0;144;0;30;12;24;24;30;6;18;24;6;0;4;0;104;112;16;0;152;72;106;;;;288;;0;192;8;0;0;18;94;0;0;8;0;12;6;22;20;0;66;144;120;56;28;24;18;9;90;84;0;2;20;20;0;12;150;100;36;30;12;18;12;6;30;0;38;168;198;60;156;16;4;4;6;18;54;18;198;0;12;40;20;36;8;74;0;0;10;8;444;246;100;20;2;12;22;214;128;0;12;0;48;24;64;36;24;48;6;0;4;104;62;54;12;;132;66;0;0;60;0;6;36;12;0;24;8;12;48;16;4;12;0;0;0;56;0;20;136;0;40;200;36
2020-12-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;292;;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;36;162;114;0;0;0;27;18;78;72;0;0;40;30;0;42;0;100;0;0;0;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;264;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;5;2;112;88;0;0;2;0;0;32;0;0;0;0;0;0;152;104;96;0;;96;48;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;56;0;0;0;0;56;240;42
2020-12-25;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2020-12-26;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2020-12-28;18;48;54;30;36;32;54;6;24;192;6;12;6;24;42;6;12;6;18;150;96;108;150;120;8;114;126;60;0;8;66;16;0;0;0;54;72;6;6;204;16;18;18;48;12;30;6;6;56;12;12;8;6;120;24;0;0;202;64;136;;;;192;;0;24;8;12;0;24;74;6;12;0;0;36;12;28;24;2;60;138;120;168;42;24;9;0;104;90;0;0;50;20;0;0;186;88;60;28;46;18;6;0;24;12;54;174;228;102;248;8;8;0;18;30;72;54;102;24;12;20;0;54;56;86;8;24;36;4;392;208;126;10;2;71;44;296;192;12;48;4;30;18;0;36;18;60;8;24;4;156;130;60;12;;126;78;4;4;72;12;24;32;16;0;12;8;0;28;16;8;12;6;6;24;24;0;24;232;8;40;232;78
